No., Day,DD,MMM,YYYY, N1,N2,N3,N4,N5,N6,BN,,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,,Delta Diff1,Delta Diff2,Delta Diff3,Delta Diff4,Delta Diff5,Delta Diff6,,,Guess1,Guess2,Guess3,Guess4,Guess5,Guess6,Sum,Check1,Check2,Check3,Check4,Check5,Check6
332, Sat,27,Feb,1999,1,7,13,15,38,43,47,,1,6,6,2,23,5,,-1,5,-4,-12,16,-9,,,1,4,4,7,8,14,38,1,5,8,11,15,22
331, Wed,24,Feb,1999,2,3,13,27,34,48,41,,2,1,10,14,7,14,,-1,-5,2,8,1,3,,,5,3,6,7,10,13,44,5,8,9,13,17,23
330, Sat,20,Feb,1999,3,9,17,23,29,40,44,,3,6,8,6,6,11,,1,-14,-1,5,-2,9,,,2,8,8,9,14,12,53,2,10,16,17,23,26
329, Wed,17,Feb,1999,2,22,31,32,40,42,33,,2,20,9,1,8,2,,-3,2,6,0,-12,0,,,2,5,7,9,11,9,43,2,7,12,16,20,20
328, Sat,13,Feb,1999,5,23,26,27,47,49,48,,5,18,3,1,20,2,,3,0,2,-11,18,-12,,,3,6,6,7,12,10,44,3,9,12,13,19,22
327, Wed,10,Feb,1999,2,20,21,33,35,49,32,,2,18,1,12,2,14,,0,3,-5,-3,0,5,,,4,3,5,7,14,10,43,4,7,8,12,21,24
326, Sat,6,Feb,1999,2,17,23,38,40,49,10,,2,15,6,15,2,9,,-1,2,4,9,-13,1,,,5,8,6,8,14,11,52,5,13,14,14,22,25
325, Wed,3,Feb,1999,3,16,18,24,39,47,17,,3,13,2,6,15,8,,-4,1,-11,1,12,4,,,2,2,8,9,13,14,48,2,4,10,17,22,27
324, Sat,30,Jan,1999,7,19,32,37,40,44,47,,7,12,13,5,3,4,,5,11,10,-9,2,3,,,5,6,8,8,13,13,53,5,11,14,16,21,26
323, Wed,27,Jan,1999,2,3,6,20,21,22,11,,2,1,3,14,1,1,,1,-6,1,7,-14,-14,,,3,2,3,9,14,15,46,3,5,5,12,23,29
322, Sat,23,Jan,1999,1,8,10,17,32,47,2,,1,7,2,7,15,15,,-3,3,-4,2,6,3,,,3,1,3,7,10,9,33,3,4,4,10,17,19
321, Wed,20,Jan,1999,4,8,14,19,28,40,12,,4,4,6,5,9,12,,-7,-11,4,1,0,11,,,5,2,4,7,10,16,44,5,7,6,11,17,26
320, Sat,16,Jan,1999,11,26,28,32,41,42,44,,11,15,2,4,9,1,,5,-4,0,-4,2,-5,,,5,4,1,9,10,8,37,5,9,5,10,19,18
319, Wed,13,Jan,1999,6,25,27,35,42,48,15,,6,19,2,8,7,6,,5,5,-6,-3,4,3,,,5,4,7,7,10,15,48,5,9,11,14,17,25
318, Sat,9,Jan,1999,1,15,23,34,37,40,45,,1,14,8,11,3,3,,-1,5,1,8,1,-21,,,5,3,5,8,9,14,44,5,8,8,13,17,23
317, Wed,6,Jan,1999,2,11,18,21,23,47,27,,2,9,7,3,2,24,,-2,-18,5,-2,-1,19,,,3,5,1,8,16,16,49,3,8,6,9,24,32
316, Sat,2,Jan,1999,4,31,33,38,41,46,22,,4,27,2,5,3,5,,1,17,-3,-1,-7,-10,,,2,8,1,8,13,12,44,2,10,9,9,21,25
315, Wed,30,Dec,1998,3,13,18,24,34,49,33,,3,10,5,6,10,15,,1,4,2,-15,7,9,,,3,6,6,8,11,11,45,3,9,12,14,19,22
314, Sat,26,Dec,1998,2,8,11,32,35,41,4,,2,6,3,21,3,6,,-2,-2,-3,9,-5,-3,,,4,1,1,9,13,16,44,4,5,2,10,22,29
313, Wed,23,Dec,1998,4,12,18,30,38,47,20,,4,8,6,12,8,9,,-5,7,-2,5,5,-11,,,5,1,1,9,13,13,42,5,6,2,10,22,26
312, Sat,19,Dec,1998,9,10,18,25,28,48,34,,9,1,8,7,3,20,,-2,-7,7,3,-2,9,,,2,1,3,9,16,12,43,2,3,4,12,25,28
311, Wed,16,Dec,1998,11,19,20,24,29,40,9,,11,8,1,4,5,11,,-15,6,-9,3,3,6,,,2,5,5,8,16,14,50,2,7,10,13,24,30
310, Sat,12,Dec,1998,26,28,38,39,41,46,25,,26,2,10,1,2,5,,25,-4,-22,0,-3,1,,,3,2,6,8,11,14,44,3,5,8,14,19,25
309, Wed,9,Dec,1998,1,7,39,40,45,49,38,,1,6,32,1,5,4,,-3,3,16,-2,4,-4,,,2,2,3,9,10,15,41,2,4,5,12,19,25
308, Sat,5,Dec,1998,4,7,23,26,27,35,28,,4,3,16,3,1,8,,-3,-1,11,-9,-8,-4,,,2,4,4,8,16,14,48,2,6,8,12,24,30
307, Wed,2,Dec,1998,7,11,16,28,37,49,30,,7,4,5,12,9,12,,3,-17,4,8,2,4,,,2,5,7,9,11,15,49,2,7,12,16,20,26
306, Sat,28,Nov,1998,4,25,26,30,37,45,46,,4,21,1,4,7,8,,0,17,-21,-3,5,4,,,5,1,2,7,9,12,36,5,6,3,9,16,21
305, Wed,25,Nov,1998,4,8,30,37,39,43,31,,4,4,22,7,2,4,,-3,2,14,2,-14,-7,,,4,5,8,9,12,16,54,4,9,13,17,21,28
304, Sat,21,Nov,1998,7,9,17,22,38,49,47,,7,2,8,5,16,11,,5,-4,4,-13,11,-1,,,5,2,6,8,9,10,40,5,7,8,14,17,19
303, Wed,18,Nov,1998,2,8,12,30,35,47,39,,2,6,4,18,5,12,,-5,2,3,13,-1,-4,,,1,1,4,8,8,13,35,1,2,5,12,16,21
302, Sat,14,Nov,1998,7,11,12,17,23,39,42,,7,4,1,5,6,16,,2,-2,-7,-1,2,-4,,,2,2,1,7,12,13,37,2,4,3,8,19,25
301, Wed,11,Nov,1998,5,11,19,25,29,49,12,,5,6,8,6,4,20,,-8,-5,7,0,3,8,,,4,7,5,7,12,14,49,4,11,12,12,19,26
300, Sat,7,Nov,1998,13,24,25,31,32,44,43,,13,11,1,6,1,12,,11,4,-1,-6,0,-6,,,3,7,8,7,9,14,48,3,10,15,15,16,23
299, Wed,4,Nov,1998,2,9,11,23,24,42,27,,2,7,2,12,1,18,,-3,3,-1,10,-3,-2,,,4,1,1,8,13,12,39,4,5,2,9,21,25
298, Sat,31,Oct,1998,5,9,12,14,18,38,35,,5,4,3,2,4,20,,4,3,-2,-8,-10,2,,,3,1,2,8,12,16,42,3,4,3,10,20,28
297, Wed,28,Oct,1998,1,2,7,17,31,49,41,,1,1,5,10,14,18,,-5,-1,-2,2,11,3,,,3,4,5,8,9,15,44,3,7,9,13,17,24
296, Sat,24,Oct,1998,6,8,15,23,26,41,49,,6,2,7,8,3,15,,3,-6,3,-18,2,9,,,2,2,5,9,15,15,48,2,4,7,14,24,30
295, Wed,21,Oct,1998,3,11,15,41,42,48,26,,3,8,4,26,1,6,,0,-14,-7,25,-3,2,,,1,7,8,8,11,13,48,1,8,15,16,19,24
294, Sat,17,Oct,1998,3,25,36,37,41,45,9,,3,22,11,1,4,4,,2,21,8,-9,-22,0,,,3,2,8,9,12,14,48,3,5,10,17,21,26
293, Wed,14,Oct,1998,1,2,5,15,41,45,24,,1,1,3,10,26,4,,-10,-1,-5,5,9,1,,,4,3,3,9,13,15,47,4,7,6,12,22,28
292, Sat,10,Oct,1998,11,13,21,26,43,46,38,,11,2,8,5,17,3,,9,-8,-4,0,16,0,,,4,2,1,9,16,15,47,4,6,3,10,25,31
291, Wed,7,Oct,1998,2,12,24,29,30,33,41,,2,10,12,5,1,3,,1,0,5,4,-2,-7,,,4,8,1,8,14,10,45,4,12,9,9,22,24
290, Sat,3,Oct,1998,1,11,18,19,22,32,41,,1,10,7,1,3,10,,-9,8,5,-13,0,3,,,1,8,7,9,12,13,50,1,9,15,16,21,25
289, Wed,30,Sep,1998,10,12,14,28,31,38,27,,10,2,2,14,3,7,,4,-7,-1,3,-3,2,,,1,4,1,8,14,10,38,1,5,5,9,22,24
288, Sat,26,Sep,1998,6,15,18,29,35,40,49,,6,9,3,11,6,5,,-3,7,0,-1,4,-6,,,3,2,6,7,16,13,47,3,5,8,13,23,29
287, Wed,23,Sep,1998,9,11,14,26,28,39,27,,9,2,3,12,2,11,,-15,0,2,11,-4,5,,,5,8,8,7,14,11,53,5,13,16,15,21,25
286, Sat,19,Sep,1998,24,26,27,28,34,40,9,,24,2,1,1,6,6,,6,-5,-2,-7,2,1,,,1,2,1,8,15,11,38,1,3,3,9,23,26
285, Wed,16,Sep,1998,18,25,28,36,40,45,43,,18,7,3,8,4,5,,15,-5,-5,6,1,0,,,3,4,3,9,15,11,45,3,7,7,12,24,26
284, Sat,12,Sep,1998,3,15,23,25,28,33,29,,3,12,8,2,3,5,,2,11,1,-16,2,1,,,1,6,5,8,12,15,47,1,7,11,13,20,27
283, Wed,9,Sep,1998,1,2,9,27,28,32,25,,1,1,7,18,1,4,,-8,0,6,2,-14,-1,,,5,2,7,8,16,13,51,5,7,9,15,24,29
282, Sat,5,Sep,1998,9,10,11,27,42,47,8,,9,1,1,16,15,5,,2,-11,-7,10,9,1,,,2,5,6,7,8,13,41,2,7,11,13,15,21
281, Wed,2,Sep,1998,7,19,27,33,39,43,9,,7,12,8,6,6,4,,-3,10,-17,1,4,3,,,3,6,6,9,12,9,45,3,9,12,15,21,21
280, Sat,29,Aug,1998,10,12,37,42,44,45,20,,10,2,25,5,2,1,,7,-15,19,4,-1,-12,,,2,1,4,9,10,9,35,2,3,5,13,19,19
279, Wed,26,Aug,1998,3,20,26,27,30,43,45,,3,17,6,1,3,13,,1,9,5,-15,-2,7,,,4,8,4,7,12,15,50,4,12,12,11,19,27
278, Sat,22,Aug,1998,2,10,11,27,32,38,6,,2,8,1,16,5,6,,-3,-14,-6,6,3,4,,,2,4,7,8,9,10,40,2,6,11,15,17,19
277, Wed,19,Aug,1998,5,27,34,44,46,48,49,,5,22,7,10,2,2,,2,20,-3,3,-7,-2,,,1,1,4,7,9,13,35,1,2,5,11,16,22
276, Sat,15,Aug,1998,3,5,15,22,31,35,47,,3,2,10,7,9,4,,-9,-7,8,5,-10,-1,,,4,6,2,9,8,14,43,4,10,8,11,17,22
275, Wed,12,Aug,1998,12,21,23,25,44,49,20,,12,9,2,2,19,5,,10,6,-10,-2,-5,3,,,2,4,7,9,9,14,45,2,6,11,16,18,23
274, Sat,8,Aug,1998,2,5,17,21,45,47,25,,2,3,12,4,24,2,,-11,-19,9,2,22,-3,,,5,5,4,9,15,15,53,5,10,9,13,24,30
273, Wed,5,Aug,1998,13,35,38,40,42,47,34,,13,22,3,2,2,5,,1,20,-14,-8,-5,4,,,5,3,4,9,14,10,45,5,8,7,13,23,24
272, Sat,1,Aug,1998,12,14,31,41,48,49,6,,12,2,17,10,7,1,,11,-4,1,4,-2,-9,,,3,8,6,8,11,12,48,3,11,14,14,19,23
271, Wed,29,Jul,1998,1,7,23,29,38,48,2,,1,6,16,6,9,10,,-17,-1,5,4,4,9,,,4,7,7,9,13,11,51,4,11,14,16,22,24
270, Sat,25,Jul,1998,18,25,36,38,43,44,19,,18,7,11,2,5,1,,-10,1,7,1,-2,0,,,1,4,1,7,16,8,37,1,5,5,8,23,24
269, Wed,22,Jul,1998,28,34,38,39,46,47,21,,28,6,4,1,7,1,,25,-2,-5,-12,-2,-1,,,1,7,5,9,15,8,45,1,8,12,14,24,23
268, Sat,18,Jul,1998,3,11,20,33,42,44,36,,3,8,9,13,9,2,,2,-6,1,5,5,-2,,,4,1,1,9,13,8,36,4,5,2,10,22,21
267, Wed,15,Jul,1998,1,15,23,31,35,39,14,,1,14,8,8,4,4,,-2,3,-1,1,-5,0,,,3,6,7,9,8,11,44,3,9,13,16,17,19
266, Sat,11,Jul,1998,3,14,23,30,39,43,32,,3,11,9,7,9,4,,-9,10,1,5,-1,1,,,3,1,4,8,8,11,35,3,4,5,12,16,19
265, Wed,8,Jul,1998,12,13,21,23,33,36,14,,12,1,8,2,10,3,,3,-5,-2,-2,7,-14,,,2,4,6,8,10,13,43,2,6,10,14,18,23
264, Sat,4,Jul,1998,9,15,25,29,32,49,14,,9,6,10,4,3,17,,-8,5,0,-8,-1,15,,,2,2,3,7,11,10,35,2,4,5,10,18,21
263, Wed,1,Jul,1998,17,18,28,40,44,46,29,,17,1,10,12,4,2,,10,-1,8,0,-3,-11,,,4,4,6,8,13,14,49,4,8,10,14,21,27
262, Sat,27,Jun,1998,7,9,11,23,30,43,35,,7,2,2,12,7,13,,5,-10,-3,6,6,6,,,4,7,7,8,10,12,48,4,11,14,15,18,22
261, Wed,24,Jun,1998,2,14,19,25,26,33,18,,2,12,5,6,1,7,,1,-1,-8,2,-6,-2,,,1,3,7,9,12,15,47,1,4,10,16,21,27
260, Sat,20,Jun,1998,1,14,27,31,38,47,32,,1,13,13,4,7,9,,-1,5,7,3,4,2,,,2,2,5,9,14,11,43,2,4,7,14,23,25
259, Wed,17,Jun,1998,2,10,16,17,20,27,39,,2,8,6,1,3,7,,0,3,3,-4,-9,-11,,,5,5,8,8,12,11,49,5,10,13,16,20,23
258, Sat,13,Jun,1998,2,7,10,15,27,45,31,,2,5,3,5,12,18,,0,-2,-14,3,7,5,,,5,7,8,7,10,13,50,5,12,15,15,17,23
257, Wed,10,Jun,1998,2,9,26,28,33,46,21,,2,7,17,2,5,13,,1,-7,9,-6,-6,7,,,2,7,5,9,9,10,42,2,9,12,14,18,19
256, Sat,6,Jun,1998,1,15,23,31,42,48,5,,1,14,8,8,11,6,,0,-2,7,3,1,-2,,,2,5,8,8,9,13,45,2,7,13,16,17,22
255, Wed,3,Jun,1998,1,17,18,23,33,41,42,,1,16,1,5,10,8,,-1,15,-10,-10,1,6,,,1,3,5,9,16,15,49,1,4,8,14,25,31
254, Sat,30,May,1998,2,3,14,29,38,40,43,,2,1,11,15,9,2,,-6,-4,9,4,-4,-1,,,2,5,5,8,16,13,49,2,7,10,13,24,29
253, Wed,27,May,1998,8,13,15,26,39,42,33,,8,5,2,11,13,3,,0,-7,-2,0,5,-1,,,1,6,8,8,10,13,46,1,7,14,16,18,23
252, Sat,23,May,1998,8,20,24,35,43,47,32,,8,12,4,11,8,4,,-3,8,-12,7,7,-2,,,1,5,6,7,11,13,43,1,6,11,13,18,24
251, Wed,20,May,1998,11,15,31,35,36,42,10,,11,4,16,4,1,6,,9,2,14,0,-23,-4,,,3,8,4,8,16,8,47,3,11,12,12,24,24
250, Sat,16,May,1998,2,4,6,10,34,44,21,,2,2,2,4,24,10,,-1,-8,-1,-3,6,9,,,1,7,7,8,11,14,48,1,8,14,15,19,25
249, Wed,13,May,1998,3,13,16,23,41,42,21,,3,10,3,7,18,1,,1,3,-13,6,9,-4,,,1,6,6,8,15,15,51,1,7,12,14,23,30
248, Sat,9,May,1998,2,9,25,26,35,40,47,,2,7,16,1,9,5,,-4,6,9,-4,6,0,,,1,7,8,9,8,15,48,1,8,15,17,17,23
247, Wed,6,May,1998,6,7,14,19,22,27,9,,6,1,7,5,3,5,,4,-1,-5,-3,-2,-15,,,2,8,2,8,14,9,43,2,10,10,10,22,23
246, Sat,2,May,1998,2,4,16,24,29,49,47,,2,2,12,8,5,20,,-10,-1,-1,2,3,16,,,1,4,3,7,15,15,45,1,5,7,10,22,30
245, Wed,29,Apr,1998,12,15,28,34,36,40,1,,12,3,13,6,2,4,,-5,-2,-1,4,-3,-1,,,4,4,5,7,13,14,47,4,8,9,12,20,27
244, Sat,25,Apr,1998,17,22,36,38,43,48,16,,17,5,14,2,5,5,,14,1,12,1,3,-20,,,4,8,6,9,8,8,43,4,12,14,15,17,16
243, Wed,22,Apr,1998,3,7,9,10,12,37,46,,3,4,2,1,2,25,,2,-8,-14,-1,0,16,,,1,1,7,7,15,11,42,1,2,8,14,22,26
242, Sat,18,Apr,1998,1,13,29,31,33,42,9,,1,12,16,2,2,9,,0,1,10,-6,-1,2,,,4,6,4,8,10,9,41,4,10,10,12,18,19
241, Wed,15,Apr,1998,1,12,18,26,29,36,2,,1,11,6,8,3,7,,-6,8,-15,4,-5,6,,,1,8,5,8,13,16,51,1,9,13,13,21,29
240, Sat,11,Apr,1998,7,10,31,35,43,44,37,,7,3,21,4,8,1,,-2,-10,6,0,6,-3,,,2,4,3,7,11,15,42,2,6,7,10,18,26
239, Wed,8,Apr,1998,9,22,37,41,43,47,14,,9,13,15,4,2,4,,4,-1,10,-5,-3,-6,,,2,5,3,8,14,11,43,2,7,8,11,22,25
238, Sat,4,Apr,1998,5,19,24,33,38,48,20,,5,14,5,9,5,10,,4,13,-17,-3,4,9,,,5,2,3,9,15,8,42,5,7,5,12,24,23
237, Wed,1,Apr,1998,1,2,24,36,37,38,31,,1,1,22,12,1,1,,-10,-1,12,7,0,-7,,,5,8,4,9,13,8,47,5,13,12,13,22,21
236, Sat,28,Mar,1998,11,13,23,28,29,37,8,,11,2,10,5,1,8,,10,-3,6,-10,-5,-6,,,3,6,1,7,14,12,43,3,9,7,8,21,26
235, Wed,25,Mar,1998,1,6,10,25,31,45,8,,1,5,4,15,6,14,,-1,-8,-4,12,-9,12,,,2,3,6,7,11,13,42,2,5,9,13,18,24
234, Sat,21,Mar,1998,2,15,23,26,41,43,5,,2,13,8,3,15,2,,-10,0,2,-5,8,1,,,3,4,4,8,8,12,39,3,7,8,12,16,20
233, Wed,18,Mar,1998,12,25,31,39,46,47,1,,12,13,6,8,7,1,,10,0,3,0,-3,-1,,,5,2,1,8,16,8,40,5,7,3,9,24,24
232, Sat,14,Mar,1998,2,15,18,26,36,38,42,,2,13,3,8,10,2,,-14,7,2,3,5,-2,,,2,1,7,9,10,16,45,2,3,8,16,19,26
231, Wed,11,Mar,1998,16,22,23,28,33,37,17,,16,6,1,5,5,4,,12,-1,-2,-20,1,3,,,4,8,4,8,13,10,47,4,12,12,12,21,23
230, Sat,7,Mar,1998,4,11,14,39,43,44,37,,4,7,3,25,4,1,,-2,-15,1,21,-3,-3,,,3,3,7,8,14,10,45,3,6,10,15,22,24
229, Wed,4,Mar,1998,6,28,30,34,41,45,12,,6,22,2,4,7,4,,5,16,-6,1,-5,3,,,4,3,6,9,14,12,48,4,7,9,15,23,26
228, Sat,28,Feb,1998,1,7,15,18,30,31,9,,1,6,8,3,12,1,,-8,-6,2,-6,6,-5,,,1,1,8,7,9,13,39,1,2,9,15,16,22
227, Wed,25,Feb,1998,9,21,27,36,42,48,13,,9,12,6,9,6,6,,7,-2,-3,7,-4,-2,,,5,1,8,8,13,10,45,5,6,9,16,21,23
226, Sat,21,Feb,1998,2,16,25,27,37,45,10,,2,14,9,2,10,8,,1,10,4,-1,-2,1,,,2,3,3,9,9,15,41,2,5,6,12,18,24
225, Wed,18,Feb,1998,1,5,10,13,25,32,48,,1,4,5,3,12,7,,-7,-1,4,0,9,-1,,,5,4,3,7,13,10,42,5,9,7,10,20,23
224, Sat,14,Feb,1998,8,13,14,17,20,28,10,,8,5,1,3,3,8,,-3,-16,-5,-1,-1,5,,,5,5,2,7,11,9,39,5,10,7,9,18,20
223, Wed,11,Feb,1998,11,32,38,42,46,49,26,,11,21,6,4,4,3,,2,5,4,0,-7,0,,,4,3,4,8,9,15,43,4,7,7,12,17,24
222, Sat,7,Feb,1998,9,25,27,31,42,45,24,,9,16,2,4,11,3,,-4,12,-13,1,4,0,,,4,7,2,7,14,10,44,4,11,9,9,21,24
221, Wed,4,Feb,1998,13,17,32,35,42,45,20,,13,4,15,3,7,3,,-4,-1,7,-7,1,1,,,5,7,5,8,16,13,54,5,12,12,13,24,29
220, Sat,31,Jan,1998,17,22,30,40,46,48,10,,17,5,8,10,6,2,,13,-3,5,-6,5,-13,,,5,1,7,8,15,11,47,5,6,8,15,23,26
219, Wed,28,Jan,1998,4,12,15,31,32,47,14,,4,8,3,16,1,15,,3,5,1,8,-9,-10,,,4,2,6,7,12,13,44,4,6,8,13,19,25
218, Sat,24,Jan,1998,1,4,6,14,24,49,22,,1,3,2,8,10,25,,-4,-4,-10,-3,9,23,,,5,3,1,8,9,9,35,5,8,4,9,17,18
217, Wed,21,Jan,1998,5,12,24,35,36,38,34,,5,7,12,11,1,2,,-9,-10,10,6,-7,0,,,4,2,1,8,10,8,33,4,6,3,9,18,18
216, Sat,17,Jan,1998,14,31,33,38,46,48,26,,14,17,2,5,8,2,,-6,10,1,2,6,-6,,,3,1,2,9,11,10,36,3,4,3,11,20,21
215, Wed,14,Jan,1998,20,27,28,31,33,41,38,,20,7,1,3,2,8,,17,0,0,-13,-18,6,,,1,4,3,7,13,9,37,1,5,7,10,20,22
214, Sat,10,Jan,1998,3,10,11,27,47,49,8,,3,7,1,16,20,2,,-4,0,-10,9,16,0,,,2,7,2,7,14,8,40,2,9,9,9,21,22
213, Wed,7,Jan,1998,7,14,25,32,36,38,44,,7,7,11,7,4,2,,6,-5,-2,5,-3,-8,,,2,1,3,8,15,16,45,2,3,4,11,23,31
212, Sat,3,Jan,1998,1,13,26,28,35,45,30,,1,12,13,2,7,10,,-7,7,8,-1,5,4,,,1,6,8,7,13,15,50,1,7,14,15,20,28
211, Wed,31,Dec,1997,8,13,18,21,23,29,30,,8,5,5,3,2,6,,-6,-2,-2,0,-7,0,,,3,2,3,8,13,15,44,3,5,5,11,21,28
210, Sat,27,Dec,1997,14,21,28,31,40,46,9,,14,7,7,3,9,6,,9,6,2,-15,2,1,,,5,2,2,7,11,16,43,5,7,4,9,18,27
209, Wed,24,Dec,1997,5,6,11,29,36,41,47,,5,1,5,18,7,5,,4,0,0,-1,-1,1,,,1,6,7,7,14,13,48,1,7,13,14,21,27
208, Sat,20,Dec,1997,1,2,7,26,34,38,14,,1,1,5,19,8,4,,-16,-17,4,12,5,1,,,4,1,5,7,10,10,37,4,5,6,12,17,20
207, Wed,17,Dec,1997,17,35,36,43,46,49,7,,17,18,1,7,3,3,,14,17,-6,4,-13,1,,,5,4,1,9,9,15,43,5,9,5,10,18,24
206, Sat,13,Dec,1997,3,4,11,14,30,32,46,,3,1,7,3,16,2,,-1,-12,2,-4,7,-8,,,5,1,3,7,13,13,42,5,6,4,10,20,26
205, Wed,10,Dec,1997,4,17,22,29,38,48,20,,4,13,5,7,9,10,,-1,9,-5,5,0,-9,,,3,3,8,8,9,12,43,3,6,11,16,17,21
204, Sat,6,Dec,1997,5,9,19,21,30,49,43,,5,4,10,2,9,19,,4,-3,-18,-1,1,17,,,3,4,7,9,10,12,45,3,7,11,16,19,22
203, Wed,3,Dec,1997,1,8,36,39,47,49,37,,1,7,28,3,8,2,,-1,1,15,-5,-9,1,,,2,7,1,8,16,12,46,2,9,8,9,24,28
202, Sat,29,Nov,1997,2,8,21,29,46,47,28,,2,6,13,8,17,1,,-3,0,5,4,16,-22,,,5,1,4,7,16,14,47,5,6,5,11,23,30
201, Wed,26,Nov,1997,5,11,19,23,24,47,17,,5,6,8,4,1,23,,-3,0,-2,0,-10,17,,,2,3,5,8,13,12,43,2,5,8,13,21,25
200, Sat,22,Nov,1997,8,14,24,28,39,45,29,,8,6,10,4,11,6,,-14,1,4,-5,7,5,,,2,7,2,8,14,8,41,2,9,9,10,22,22
199, Wed,19,Nov,1997,22,27,33,42,46,47,32,,22,5,6,9,4,1,,11,2,-3,0,2,0,,,4,4,8,7,11,15,49,4,8,12,15,18,26
198, Sat,15,Nov,1997,11,14,23,32,34,35,41,,11,3,9,9,2,1,,8,0,7,-10,-7,-8,,,1,3,1,9,13,13,40,1,4,4,10,22,26
197, Wed,12,Nov,1997,3,6,8,27,36,45,47,,3,3,2,19,9,9,,-2,-16,-8,16,6,1,,,5,7,8,7,12,15,54,5,12,15,15,19,27
196, Sat,8,Nov,1997,5,24,34,37,40,48,33,,5,19,10,3,3,8,,4,16,8,0,-20,2,,,5,1,4,9,16,8,43,5,6,5,13,25,24
195, Wed,5,Nov,1997,1,4,6,9,32,38,46,,1,3,2,3,23,6,,-8,2,-2,1,2,4,,,4,2,8,9,10,12,45,4,6,10,17,19,22
194, Sat,1,Nov,1997,9,10,14,16,37,39,28,,9,1,4,2,21,2,,7,-1,-17,-5,20,-10,,,4,8,6,9,16,12,55,4,12,14,15,25,28
193, Wed,29,Oct,1997,2,4,25,32,33,45,31,,2,2,21,7,1,12,,-8,-9,15,-4,-1,8,,,1,6,4,8,9,15,43,1,7,10,12,17,24
192, Sat,25,Oct,1997,10,21,27,38,40,44,34,,10,11,6,11,2,4,,9,4,5,6,-8,-7,,,4,7,8,7,15,13,54,4,11,15,15,22,28
191, Wed,22,Oct,1997,1,8,9,14,24,35,33,,1,7,1,5,10,11,,-3,2,-15,2,6,-3,,,2,4,1,9,8,15,39,2,6,5,10,17,23
190, Sat,18,Oct,1997,4,9,25,28,32,46,47,,4,5,16,3,4,14,,-7,-1,3,-2,0,8,,,4,7,3,8,14,15,51,4,11,10,11,22,29
189, Wed,15,Oct,1997,11,17,30,35,39,45,47,,11,6,13,5,4,6,,-4,4,12,-4,-3,0,,,1,5,8,8,15,9,46,1,6,13,16,23,24
188, Sat,11,Oct,1997,15,17,18,27,34,40,29,,15,2,1,9,7,6,,12,1,-2,-7,-4,-3,,,5,6,4,9,8,16,48,5,11,10,13,17,24
187, Wed,8,Oct,1997,3,4,7,23,34,43,15,,3,1,3,16,11,9,,-9,-6,-6,8,7,3,,,3,1,8,7,13,11,43,3,4,9,15,20,24
186, Sat,4,Oct,1997,12,19,28,36,40,46,38,,12,7,9,8,4,6,,4,3,4,-10,1,-5,,,4,2,6,7,12,10,41,4,6,8,13,19,22
185, Wed,1,Oct,1997,8,12,17,35,38,49,25,,8,4,5,18,3,11,,-7,-2,-3,15,2,4,,,5,1,1,9,16,15,47,5,6,2,10,25,31
184, Sat,27,Sep,1997,15,21,29,32,33,40,42,,15,6,8,3,1,7,,3,4,-7,1,0,-5,,,4,4,1,7,16,10,42,4,8,5,8,23,26
183, Wed,24,Sep,1997,12,14,29,31,32,44,46,,12,2,15,2,1,12,,3,-19,7,0,-2,11,,,4,6,4,7,10,15,46,4,10,10,11,17,25
182, Sat,20,Sep,1997,9,30,38,40,43,44,31,,9,21,8,2,3,1,,2,8,7,1,-15,-3,,,2,3,1,8,13,11,38,2,5,4,9,21,24
181, Wed,17,Sep,1997,7,20,21,22,40,44,4,,7,13,1,1,18,4,,6,12,-2,-25,17,-4,,,3,6,2,7,16,13,47,3,9,8,9,23,29
180, Sat,13,Sep,1997,1,2,5,31,32,40,44,,1,1,3,26,1,8,,-19,-10,2,23,-7,6,,,1,5,4,7,14,10,41,1,6,9,11,21,24
179, Wed,10,Sep,1997,20,31,32,35,43,45,5,,20,11,1,3,8,2,,0,9,-3,-7,4,1,,,4,3,8,8,9,14,46,4,7,11,16,17,23
178, Sun,7,Sep,1997,20,22,26,36,40,41,16,,20,2,4,10,4,1,,10,-2,-4,2,-4,-4,,,4,8,2,8,14,9,45,4,12,10,10,22,23
177, Wed,3,Sep,1997,10,14,22,30,38,43,25,,10,4,8,8,8,5,,4,-10,-2,5,3,-3,,,5,5,3,7,15,9,44,5,10,8,10,22,24
176, Sat,30,Aug,1997,6,20,30,33,38,46,42,,6,14,10,3,5,8,,5,8,-5,0,-1,-8,,,4,6,1,7,12,14,44,4,10,7,8,19,26
175, Wed,27,Aug,1997,1,7,22,25,31,47,20,,1,6,15,3,6,16,,-3,0,0,-8,-2,13,,,2,2,1,9,9,14,37,2,4,3,10,18,23
174, Sat,23,Aug,1997,4,10,25,36,44,47,29,,4,6,15,11,8,3,,-4,-6,8,10,0,-2,,,1,5,3,9,15,12,45,1,6,8,12,24,27
173, Wed,20,Aug,1997,8,20,27,28,36,41,30,,8,12,7,1,8,5,,6,5,-3,0,-10,-6,,,5,2,8,9,12,11,47,5,7,10,17,21,23
172, Sat,16,Aug,1997,2,9,19,20,38,49,11,,2,7,10,1,18,11,,-3,2,3,-11,6,9,,,3,7,1,7,12,13,43,3,10,8,8,19,25
